,bearish,bullish,date,title,enddate,yqdopen,yqdclose
329,"['CHK', 'SDRL', 'CRZO']","['PRTA', 'CI', 'SIX', 'SBAC', 'FUN', 'AMT']",20150527,Chesapeake Energy Is Expensive - Cramer's Lightning Round (5/26/15),20151127,"[['2015-05-27', '33.794998'], ['2015-05-27', '134.865891'], ['2015-05-27', '44.412003'], ['2015-05-27', '112.739998'], ['2015-05-27', '51.851566'], ['2015-05-27', '90.505516']]","[['2015-11-27', '75.309998'], ['2015-11-27', '135.225693'], ['2015-11-27', '48.368141'], ['2015-11-27', '106.389999'], ['2015-11-27', '51.262878'], ['2015-11-27', '95.740829']]"
330,['STB'],"['DIS', 'CMI', 'STX', 'EXEL', 'PCAR']",20150525,Buy More Disney - Cramer's Lightning Round (5/22/15),20151125,"[['2015-05-26', '105.727043'], ['2015-05-26', '130.676804'], ['2015-05-26', '46.547642'], ['2015-05-26', '3.150000'], ['2015-05-26', '60.651772']]","[['2015-11-25', '115.310669'], ['2015-11-25', '94.311485'], ['2015-11-25', '30.262774'], ['2015-11-25', '5.490000'], ['2015-11-25', '48.251766']]"
331,['BTE'],"['SYMC', 'HDP', 'CSCO', 'FTK', 'BMRN', 'JUNO', 'SBUX', 'AN', 'BMY', 'AMT', 'RHT', 'HRS', 'LMT', 'PANW', 'KMX', 'NOC', 'DNKN', 'RDUS', 'CYBR', 'GD', 'OA', 'BDSI']",20150518,CarMax Is Extraordinarily Strong - Cramer's Lightning Round (5/15/15),20151118,"[['2015-05-18', '19.347559'], ['2015-05-18', '22.330000'], ['2015-05-18', '27.334894'], ['2015-05-18', '12.660000'], ['2015-05-18', '126.019997'], ['2015-05-18', '40.810001'], ['2015-05-18', '49.471588'], ['2015-05-18', '62.689999'], ['2015-05-18', '63.894142'], ['2015-05-18', '90.543556'], ['2015-05-18', '78.489998'], ['2015-05-18', '74.872795'], ['2015-05-18', '180.065231'], ['2015-05-18', '157.729996'], ['2015-05-18', '73.000000'], ['2015-05-18', '151.571884'], ['2015-05-18', '50.190342'], ['2015-05-18', '46.630001'], ['2015-05-18', '63.220001'], ['2015-05-18', '133.638031'], ['2015-05-18', '74.542740'], ['2015-05-18', '8.520000']]","[['2015-11-18', '15.584849'], ['2015-11-18', '16.580000'], ['2015-11-18', '25.304428'], ['2015-11-18', '11.490000'], ['2015-11-18', '107.699997'], ['2015-11-18', '54.200001'], ['2015-11-18', '60.095749'], ['2015-11-18', '63.480000'], ['2015-11-18', '64.286415'], ['2015-11-18', '95.721611'], ['2015-11-18', '80.529999'], ['2015-11-18', '79.048195'], ['2015-11-18', '211.361694'], ['2015-11-18', '163.669998'], ['2015-11-18', '56.680000'], ['2015-11-18', '182.260010'], ['2015-11-18', '39.098221'], ['2015-11-18', '62.279999'], ['2015-11-18', '39.150002'], ['2015-11-18', '138.253082'], ['2015-11-18', '83.701584'], ['2015-11-18', '5.720000']]"
332,"['RAX', 'TRUE', 'KMX', 'AN']","['WOOF', 'MACK', 'COWN', 'CMI']",20150514,China Is Turning - Cramer's Lightning Round (5/13/15),20151114,"[['2015-05-14', '51.755001'], ['2015-05-14', '119.261337'], ['2015-05-14', '21.879999'], ['2015-05-14', '132.556580']]","[['2015-11-13', '53.240002'], ['2015-11-13', '88.284363'], ['2015-11-13', '17.760000'], ['2015-11-13', '92.528244']]"
333,"['P', 'CLNE']","['HRS', 'LUV', 'MKC', 'XLS', 'MET', 'WWAV', 'TRV', 'SFM', 'RAD']",20150513,Southwest Airlines Is A Buy - Cramer's Lightning Round (5/12/15),20151113,"[['2015-05-13', '73.114639'], ['2015-05-13', '40.429413'], ['2015-05-13', '73.644516'], ['2015-05-13', '43.641689'], ['2015-05-13', '96.219101'], ['2015-05-13', '29.700001'], ['2015-05-13', '7.990000']]","[['2015-11-13', '74.873093'], ['2015-11-13', '45.130177'], ['2015-11-13', '78.783012'], ['2015-11-13', '41.655243'], ['2015-11-13', '107.004257'], ['2015-11-13', '22.930000'], ['2015-11-13', '7.600000']]"
334,['WIN'],"['HBI', 'PBR', 'DIS', 'TCBI', 'FOXA', 'TWX', 'CBS', 'CERN']",20150512,Wait And See On Petrobras - Cramer's Lightning Round (5/11/15),20151112,"[['2015-05-12', '29.579845'], ['2015-05-12', '9.760000'], ['2015-05-12', '105.533821'], ['2015-05-12', '54.310001'], ['2015-05-12', '31.588627'], ['2015-05-12', '79.086655'], ['2015-05-12', '57.974644'], ['2015-05-12', '67.239998']]","[['2015-11-12', '30.137514'], ['2015-11-12', '4.710000'], ['2015-11-12', '112.920303'], ['2015-11-12', '57.560001'], ['2015-11-12', '29.251966'], ['2015-11-12', '67.521843'], ['2015-11-12', '49.179935'], ['2015-11-12', '57.700001']]"
335,"['DDD', 'GPRO', 'XRX']","['LC', 'SKX', 'LCI', 'OPK', 'B', 'HYH']",20150511,Skechers Is The Best Footwear Company - Cramer's Lightning Round (5/8/15),20151111,"[['2015-05-11', '16.840000'], ['2015-05-11', '33.203335'], ['2015-05-11', '54.849998'], ['2015-05-11', '14.300000'], ['2015-05-11', '38.543800'], ['2015-05-11', '44.610001']]","[['2015-11-11', '13.640000'], ['2015-11-11', '26.360001'], ['2015-11-11', '35.189999'], ['2015-11-11', '10.900000'], ['2015-11-11', '38.292019'], ['2015-11-11', '30.980000']]"
336,"['CRR', 'RIG']","['WCIC', 'ETP', 'HZNP', 'LEN.B', 'LEN', 'KMI', 'OKE', 'EPD']",20150508,Sell Transocean When It Goes Up - Cramer's Lightning Round (5/7/15),20151108,"[['2015-05-08', '30.819536'], ['2015-05-08', '27.620001'], ['2015-05-08', '47.097084'], ['2015-05-08', '39.799473'], ['2015-05-08', '38.924213'], ['2015-05-08', '29.197460']]","[['2015-11-06', '23.783663'], ['2015-11-06', '21.000000'], ['2015-11-06', '48.194386'], ['2015-11-06', '24.897943'], ['2015-11-06', '28.427977'], ['2015-11-06', '24.108019']]"
337,"['RAIL', 'ARLP', 'LE', 'TCS']","['SYY', 'ARCC', 'RDWR', 'PANW', 'KR', 'BMY', 'CYBR', 'FTNT']",20150507,Stay Away From Coal Stocks - Cramer's Lightning Round (5/6/15),20151107,"[['2015-05-07', '34.424786'], ['2015-05-07', '12.873064'], ['2015-05-07', '22.760000'], ['2015-05-07', '149.410004'], ['2015-05-07', '34.041222'], ['2015-05-07', '61.122280'], ['2015-05-07', '61.470001'], ['2015-05-07', '38.400002']]","[['2015-11-06', '39.356274'], ['2015-11-06', '12.936282'], ['2015-11-06', '15.720000'], ['2015-11-06', '161.820007'], ['2015-11-06', '36.495876'], ['2015-11-06', '62.232590'], ['2015-11-06', '47.230000'], ['2015-11-06', '34.049999']]"
338,['CBI'],"['PM', 'BRK.B']",20150429,Own Berkshire Hathaway - Cramer's Lightning Round (4/28/15),20151029,"[['2015-04-29', '74.403442']]","[['2015-10-29', '82.295113']]"
339,"['BTU', 'RDS.A', 'RDS.B']","['SEAS', 'FTR', 'SIX', 'TMUS', 'NFLX']",20150427,Netflix Train Has Left The Station - Cramer's Lightning Round (4/24/15),20151027,"[['2015-04-27', '20.063175'], ['2015-04-27', '93.446838'], ['2015-04-27', '43.545963'], ['2015-04-27', '34.060001'], ['2015-04-27', '80.868568']]","[['2015-10-27', '18.972584'], ['2015-10-27', '72.758652'], ['2015-10-27', '46.841785'], ['2015-10-27', '39.020000'], ['2015-10-27', '103.070000']]"
340,"['TAHO', 'GOLD']","['FSLR', 'LUV', 'CCL', 'CMCSK', 'SAVE', 'BABA', 'HA', 'CMCSA']",20150423,Play Alibaba By Holding Yahoo - Cramer's Lightning Round (4/22/15),20151023,"[['2015-04-23', '64.750000'], ['2015-04-23', '42.378880'], ['2015-04-23', '43.152477'], ['2015-04-23', '76.989998'], ['2015-04-23', '82.279999'], ['2015-04-23', '21.500000'], ['2015-04-23', '27.684143']]","[['2015-10-23', '50.430000'], ['2015-10-23', '44.481106'], ['2015-10-23', '50.494831'], ['2015-10-23', '39.790001'], ['2015-10-23', '75.620003'], ['2015-10-23', '34.840000'], ['2015-10-23', '29.332739']]"
341,"['STO', 'EOG', 'RDS.A', 'RDS.B', 'PBR', 'SFL', 'NAO', 'EMES', 'UNP']","['KKR', 'ZIOP', 'LMT', 'TGTX', 'O', 'PSX', 'BX', 'OA', 'FRT', 'NOC', 'RGR', 'VTR', 'ADXS']",20150414,Be Careful Of The Sand Fracking Business - Cramer's Lightning Round (4/13/15),20151014,"[['2015-04-14', '20.005325'], ['2015-04-14', '11.640000'], ['2015-04-14', '184.038086'], ['2015-04-14', '16.480000'], ['2015-04-14', '44.844589'], ['2015-04-14', '72.135933'], ['2015-04-14', '33.556969'], ['2015-04-14', '73.189705'], ['2015-04-14', '131.822510'], ['2015-04-14', '156.578873'], ['2015-04-14', '45.943653'], ['2015-04-14', '74.722717'], ['2015-04-14', '21.780001']]","[['2015-10-14', '16.044340'], ['2015-10-14', '10.590000'], ['2015-10-14', '197.092270'], ['2015-10-14', '12.270000'], ['2015-10-14', '43.873161'], ['2015-10-14', '77.484718'], ['2015-10-14', '29.251682'], ['2015-10-14', '76.530876'], ['2015-10-14', '132.017700'], ['2015-10-14', '168.368210'], ['2015-10-14', '55.220806'], ['2015-10-14', '50.854057'], ['2015-10-14', '9.870000']]"
342,"['DDD', 'HPQ', 'FCX', 'MBT']","['FSLR', 'PXD', 'GPN', 'VIPS', 'GOOG', 'CSIQ', 'GOOGL']",20150409,Stay Away From 3D Printing - Cramer's Lightning Round (4/8/15),20151009,"[['2015-04-09', '61.180000'], ['2015-04-09', '174.357468'], ['2015-04-09', '49.232082'], ['2015-04-09', '29.770000'], ['2015-04-09', '537.820374'], ['2015-04-09', '34.130001'], ['2015-04-09', '548.020020']]","[['2015-10-09', '51.200001'], ['2015-10-09', '136.822327'], ['2015-10-09', '66.436012'], ['2015-10-09', '18.170000'], ['2015-10-09', '643.609985'], ['2015-10-09', '21.120001'], ['2015-10-09', '671.239990']]"
343,"['MNKD', 'BABA']","['HBI', 'JCI', 'CRM']",20150408,Play Alibaba Through Yahoo - Cramer's Lightning Round (4/7/15),20151008,"[['2015-04-08', '32.527336'], ['2015-04-08', '36.500721'], ['2015-04-08', '68.209999']]","[['2015-10-08', '28.265322'], ['2015-10-08', '31.468039'], ['2015-10-08', '75.089996']]"
344,"['JUNO', 'PRTA', 'WWE', 'FMI', 'RHHBY']",['CBB'],20150407,Too Many Secondaries In Biotech - Cramer's Lightning Round (4/6/15),20151007,"[['2015-04-07', '17.900000']]","[['2015-10-07', '16.350000']]"
345,"['DNKN', 'FGP']","['KPTI', 'INSY', 'TOELF', 'KMI', 'URBN', 'DDS', 'AGEN', 'HCA', 'MNK', 'MCK', 'SBUX', 'BIG', 'ALK', 'TOELY', 'UNH', 'JNJ', 'AMAT', 'KSS']",20150402,Don't Play With Propane - Cramer's Lightning Round (4/1/15),20151002,"[['2015-04-02', '29.450001'], ['2015-04-02', '27.490000'], ['2015-04-02', '-42.863773'], ['2015-04-02', '38.167915'], ['2015-04-02', '43.970001'], ['2015-04-02', '136.326447'], ['2015-04-02', '5.280000'], ['2015-04-02', '75.050003'], ['2015-04-02', '124.760002'], ['2015-04-02', '219.842194'], ['2015-04-02', '45.474926'], ['2015-04-02', '46.813354'], ['2015-04-02', '60.929230'], ['2015-04-02', '16.342752'], ['2015-04-02', '112.563889'], ['2015-04-02', '92.936447'], ['2015-04-02', '21.390251'], ['2015-04-02', '70.750053']]","[['2015-10-02', '11.730000'], ['2015-10-02', '28.639999'], ['2015-10-02', '19.684423'], ['2015-10-02', '27.788294'], ['2015-10-02', '30.139999'], ['2015-10-02', '89.246696'], ['2015-10-02', '4.820000'], ['2015-10-02', '77.889999'], ['2015-10-02', '65.870003'], ['2015-10-02', '183.915604'], ['2015-10-02', '56.296055'], ['2015-10-02', '46.822861'], ['2015-10-02', '76.991173'], ['2015-10-02', '11.976368'], ['2015-10-02', '114.951645'], ['2015-10-02', '88.924576'], ['2015-10-02', '14.506420'], ['2015-10-02', '41.273571']]"
346,"['DVN', 'KITE', 'SDLP', 'RIG', 'ESV', 'AMBA']","['CLB', 'PF']",20150401,Core Laboratories Has Bottomed - Cramer's Lightning Round (3/31/15),20151001,"[['2015-04-01', '97.523773'], ['2015-04-01', '38.841721']]","[['2015-10-01', '92.910065'], ['2015-10-01', '40.235298']]"
347,"['CMI', 'TAC', 'D', 'ED', 'WDC']","['NBIX', 'PGNX', 'AA', 'GM', 'FCAU']",20150331,Let Neurocrine Biosciences Cool Off - Cramer's Lightning Round (3/30/15),20150930,"[['2015-03-31', '39.709999'], ['2015-03-31', '5.980000'], ['2015-03-31', '30.355047'], ['2015-03-31', '33.518959'], ['2015-03-31', '10.717439']]","[['2015-09-30', '39.790001'], ['2015-09-30', '5.720000'], ['2015-09-30', '22.815956'], ['2015-09-30', '27.444506'], ['2015-09-30', '8.680403']]"
348,"['DVAX', 'CELG', 'H', 'MAR', 'GRUB']","['KERX', 'HAL', 'CSCO', 'GPRO', 'SWKS', 'HIMX']",20150327,Wait For The Big Biotechs To Stabilize - Cramer's Lightning Round (3/26/15),20150927,"[['2015-03-27', '12.700000'], ['2015-03-27', '41.462837'], ['2015-03-27', '24.729946'], ['2015-03-27', '42.700001'], ['2015-03-27', '95.628349'], ['2015-03-27', '6.106494']]","[['2015-09-25', '3.630000'], ['2015-09-25', '35.480873'], ['2015-09-25', '24.093100'], ['2015-09-25', '32.310001'], ['2015-09-25', '85.279404'], ['2015-09-25', '7.593293']]"
349,"['FPRX', 'VG', 'AVP']","['ROVI', 'COP', 'IP', 'RYAAY', 'PCLN', 'ISIS', 'URI', 'PFE', 'NFLX']",20150326,Pfizer Is An Outright Buy - Cramer's Lightning Round (3/25/15),20150926,"[['2015-03-26', '58.051376'], ['2015-03-26', '49.238297'], ['2015-03-26', '64.995636'], ['2015-03-26', '1140.359985'], ['2015-03-26', '91.089996'], ['2015-03-26', '31.198845'], ['2015-03-26', '59.751427']]","[['2015-09-25', '44.397808'], ['2015-09-25', '35.719097'], ['2015-09-25', '79.397789'], ['2015-09-25', '1252.760010'], ['2015-09-25', '62.799999'], ['2015-09-25', '29.596102'], ['2015-09-25', '102.239998']]"
350,['MBLY'],"['HD', 'LOW', 'NOC', 'VIPS', 'SCI']",20150324,Mobileye Is Too Speculative - Cramer's Lightning Round (3/23/15),20150924,"[['2015-03-24', '110.090637'], ['2015-03-24', '72.449577'], ['2015-03-24', '155.475815'], ['2015-03-24', '28.820000'], ['2015-03-24', '25.851219']]","[['2015-09-24', '111.420891'], ['2015-09-24', '66.100365'], ['2015-09-24', '161.567596'], ['2015-09-24', '16.790001'], ['2015-09-24', '26.228931']]"
351,"['BCRX', 'CBI']","['D', 'INVN', 'DUK', 'SWKS', 'SONC', 'NWBO']",20150320,Sonic Corp. Is A Terrific Stock - Cramer's Lightning Round (3/19/15),20150920,"[['2015-03-20', '65.659882'], ['2015-03-20', '68.837654'], ['2015-03-20', '98.744026'], ['2015-03-20', '32.736736'], ['2015-03-20', '7.630000']]","[['2015-09-18', '63.922153'], ['2015-09-18', '63.709866'], ['2015-09-18', '86.834000'], ['2015-09-18', '23.802597'], ['2015-09-18', '8.430000']]"
352,"['ZIOP', 'AR', 'FIVE', 'ROST']","['HALO', 'AKAM', 'DRNA', 'JUNO']",20150319,Akamai Technologies Is A Terrific Connectivity Play - Cramer's Lightning Round (3/18/15),20150919,"[['2015-03-19', '16.059999'], ['2015-03-19', '72.750000'], ['2015-03-19', '26.500000'], ['2015-03-19', '59.680000']]","[['2015-09-18', '19.170000'], ['2015-09-18', '71.949997'], ['2015-09-18', '11.790000'], ['2015-09-18', '43.500000']]"
353,"['JKS', 'FSLR']","['TGTX', 'ZAGG', 'HQY', 'WFC', 'CAT', 'ACOR', 'JPM']",20150318,Not In Favor Of The Solar Industry - Cramer's Lightning Round (3/17/15),20150918,"[['2015-03-18', '17.690001'], ['2015-03-18', '9.150000'], ['2015-03-18', '24.969999'], ['2015-03-18', '52.229160'], ['2015-03-18', '74.121597'], ['2015-03-18', '34.000000'], ['2015-03-18', '57.463158']]","[['2015-09-18', '13.580000'], ['2015-09-18', '7.240000'], ['2015-09-18', '30.879999'], ['2015-09-18', '48.092552'], ['2015-09-18', '66.643456'], ['2015-09-18', '32.180000'], ['2015-09-18', '57.459431']]"
354,"['PEIX', 'SN', 'MU', 'TRN']","['HRB', 'ONCE', 'VOD', 'RRD', 'AA', 'ISIS', 'ICPT', 'VZ']",20150317,PC Related Means Sell - Cramer's Lightning Round (3/16/15),20150917,"[['2015-03-17', '29.686325'], ['2015-03-17', '71.970001'], ['2015-03-17', '28.413122'], ['2015-03-17', '16.203064'], ['2015-03-17', '30.683969'], ['2015-03-17', '280.109985'], ['2015-03-17', '43.094601']]","[['2015-09-17', '33.367744'], ['2015-09-17', '46.849998'], ['2015-09-17', '30.380650'], ['2015-09-17', '13.980648'], ['2015-09-17', '23.500906'], ['2015-09-17', '192.460007'], ['2015-09-17', '40.743362']]"
355,"['NVAX', 'REGN']","['INTC', 'LRCX', 'SGEN', 'ISIS', 'MA', 'BMRN']",20150313,MasterCard Is At A Discount - Cramer's Lightning Round (3/12/15),20150913,"[['2015-03-13', '28.638914'], ['2015-03-13', '75.908524'], ['2015-03-13', '38.310001'], ['2015-03-13', '85.952873'], ['2015-03-13', '123.519997']]","[['2015-09-11', '27.712702'], ['2015-09-11', '69.815269'], ['2015-09-11', '45.009998'], ['2015-09-11', '89.795380'], ['2015-09-11', '132.880005']]"
356,"['OAS', 'ATHN']","['UNP', 'BABA', 'SHW', 'PPG']",20150312,Yahoo Ex-Alibaba Is Cheap - Cramer's Lightning Round (3/11/15),20150912,"[['2015-03-12', '108.340813'], ['2015-03-12', '81.919998'], ['2015-03-12', '277.551300'], ['2015-03-12', '110.250389']]","[['2015-09-11', '82.016937'], ['2015-09-11', '64.629997'], ['2015-09-11', '249.973984'], ['2015-09-11', '93.769218']]"
357,"['ZU', 'AMZN', 'QIHU', 'EXC', 'D', 'AEP']","['VTR', 'WBA']",20150311,Zulily Is Not The Next Amazon - Cramer's Lightning Round (3/10/15),20150911,"[['2015-03-11', '69.936821'], ['2015-03-11', '78.916199']]","[['2015-09-11', '47.880817'], ['2015-09-11', '87.142876']]"
358,"['CBI', 'RIG', 'GSAT', 'ESPR', 'VIV', 'PBR', 'VALE']","['TMO', 'CAMP', 'FLDM', 'SAVE', 'ECL', 'SRCL', 'CY']",20150310,Stay Away From Brazilian Stocks - Cramer's Lightning Round (3/9/15),20150910,"[['2015-03-10', '125.590950'], ['2015-03-10', '18.580000'], ['2015-03-10', '41.320000'], ['2015-03-10', '73.190002'], ['2015-03-10', '111.527962'], ['2015-03-10', '136.059998'], ['2015-03-10', '13.657847']]","[['2015-09-10', '120.928535'], ['2015-09-10', '15.980000'], ['2015-09-10', '11.380000'], ['2015-09-10', '49.500000'], ['2015-09-10', '107.514809'], ['2015-09-10', '138.509995'], ['2015-09-10', '9.189880']]"
359,"['FSLR', 'GOGO', 'HON', 'BIG', 'RL', 'VFC']","['STM', 'AVGO', 'NXPI', 'SWKS', 'CY', 'BOBE', 'DST']",20150305,Bob Evans Is A Disappointment - Cramer's Lightning Round (3/4/15),20150905,"[['2015-03-05', '8.397856'], ['2015-03-05', '125.450729'], ['2015-03-05', '98.669998'], ['2015-03-05', '88.584183'], ['2015-03-05', '13.936579'], ['2015-03-05', '40.124584'], ['2015-03-05', '50.207447']]","[['2015-09-04', '6.602644'], ['2015-09-04', '117.073486'], ['2015-09-04', '84.430000'], ['2015-09-04', '81.004265'], ['2015-09-04', '9.052854'], ['2015-09-04', '38.418278'], ['2015-09-04', '49.238159']]"
360,['WWE'],"['KKR', 'FEYE', 'PANW', 'DISCB', 'DISCA', 'DISCK', 'CYBR', 'IDXX', 'FTNT']",20150304,Cramer's Four Horsemen - Cramer's Lightning Round (3/3/15),20150904,"[['2015-03-04', '20.865583'], ['2015-03-04', '43.820000'], ['2015-03-04', '143.509995'], ['2015-03-04', '34.900002'], ['2015-03-04', '33.799999'], ['2015-03-04', '32.169998'], ['2015-03-04', '59.310001'], ['2015-03-04', '78.785004'], ['2015-03-04', '33.689999']]","[['2015-09-04', '17.073875'], ['2015-09-04', '36.480000'], ['2015-09-04', '162.389999'], ['2015-09-04', '27.400000'], ['2015-09-04', '26.730000'], ['2015-09-04', '25.230000'], ['2015-09-04', '46.509998'], ['2015-09-04', '72.559998'], ['2015-09-04', '41.750000']]"
361,"['PGH', 'RDS.A', 'RDS.B', 'WOR', 'NUE']","['NXPI', 'TLM', 'ACAD', 'ALGT', 'ARUN', 'NBL', 'ALK', 'CXO']",20150302,Steel Is At 5-Year Lows - Cramer's Lightning Round (2/27/15),20150902,"[['2015-03-02', '99.559998'], ['2015-03-02', '38.230000'], ['2015-03-02', '178.634033'], ['2015-03-02', '44.821266'], ['2015-03-02', '63.218792'], ['2015-03-02', '113.919998']]","[['2015-09-02', '84.889999'], ['2015-09-02', '38.070000'], ['2015-09-02', '197.988602'], ['2015-09-02', '29.556150'], ['2015-09-02', '76.573486'], ['2015-09-02', '105.570000']]"
362,"['ARWR', 'CY', 'GPRO', 'ECA']","['AVGO', 'QRVO', 'RH', 'SWKS', 'KR', 'CRM', 'PAY', 'TNET', 'EPAM', 'MMM']",20150227,GoPro Is A Football Stock - Cramer's Lightning Round (2/26/15),20150827,"[['2015-02-27', '122.616379'], ['2015-02-27', '69.400002'], ['2015-02-27', '88.099998'], ['2015-02-27', '84.907288'], ['2015-02-27', '34.282139'], ['2015-02-27', '69.379997'], ['2015-02-27', '35.189999'], ['2015-02-27', '36.340000'], ['2015-02-27', '61.680000'], ['2015-02-27', '158.130112']]","[['2015-08-27', '122.011551'], ['2015-08-27', '54.740002'], ['2015-08-27', '92.900002'], ['2015-08-27', '87.222649'], ['2015-08-27', '34.514202'], ['2015-08-27', '69.940002'], ['2015-08-27', '31.360001'], ['2015-08-27', '17.059999'], ['2015-08-27', '72.070000'], ['2015-08-27', '136.722061']]"
363,"['TBPH', 'CELG', 'BMRN', 'REGN']","['AVGO', 'AA', 'CY', 'SWKS', 'OPK', 'BABA', 'SWIR', 'TSM']",20150226,SanDisk Has Disappointed Twice - Cramer's Lightning Round (2/25/15),20150826,"[['2015-02-26', '124.182487'], ['2015-02-26', '35.500362'], ['2015-02-26', '13.316175'], ['2015-02-26', '85.710403'], ['2015-02-26', '14.840000'], ['2015-02-26', '85.370003'], ['2015-02-26', '39.139999'], ['2015-02-26', '22.326864']]","[['2015-08-26', '112.290047'], ['2015-08-26', '19.509293'], ['2015-08-26', '8.495616'], ['2015-08-26', '83.705360'], ['2015-08-26', '11.390000'], ['2015-08-26', '68.660004'], ['2015-08-26', '20.969999'], ['2015-08-26', '18.154844']]"
364,"['APO', 'BX', 'KATE', 'KORS', 'COH', 'JPM', 'WFC']","['XEL', 'BCRX', 'ARRS', 'CSCO', 'ISIS', 'EEP', 'REGN', 'CELG', 'BMRN']",20150224,Enbridge Energy Partners Is Cheap - Cramer's Lightning Round (2/23/15),20150824,"[['2015-02-24', '33.079395'], ['2015-02-24', '10.330000'], ['2015-02-24', '29.010000'], ['2015-02-24', '27.008787'], ['2015-02-24', '30.336752'], ['2015-02-24', '420.640015'], ['2015-02-24', '123.180000'], ['2015-02-24', '106.029999']]","[['2015-08-24', '31.634268'], ['2015-08-24', '11.390000'], ['2015-08-24', '25.320000'], ['2015-08-24', '23.315605'], ['2015-08-24', '20.449821'], ['2015-08-24', '504.579987'], ['2015-08-24', '113.379997'], ['2015-08-24', '119.680000']]"
365,"['JNJ', 'CGEN', 'REGN', 'SFL', 'KMI']","['WSO', 'PGR', 'FB', 'TRV']",20150223,Facebook Is Not Expensive - Cramer's Lightning Round (2/20/15),20150823,"[['2015-02-23', '108.137718'], ['2015-02-23', '25.335897'], ['2015-02-23', '78.839996'], ['2015-02-23', '100.524406']]","[['2015-08-21', '118.147827'], ['2015-08-21', '28.579197'], ['2015-08-21', '86.059998'], ['2015-08-21', '97.725204']]"
366,"['RPTP', 'REGN', 'CELG', 'FIVE', 'COST']","['TRV', 'LOW', 'NGHC']",20150218,Lowe's Is A Terrific Company - Cramer's Lightning Round (2/17/15),20150818,"[['2015-02-18', '101.369324'], ['2015-02-18', '69.488724'], ['2015-02-18', '17.912815']]","[['2015-08-18', '102.367943'], ['2015-08-18', '70.482597'], ['2015-08-18', '19.379263']]"
